Site,Layer,Unit,GridX,GridY,X (nm),Y (nm),EdgeDistance (nm),Area (nm2),MinorLength,MajorLength,Eccentricity ,RMSDeviation,RMSDeviationPercentage,ROI Deviation,StdSlope
1,72,2,12,0,-1.69E-07,-7.10E-07,6.85E-08,9439.12414,104.0943134,115.4555492,0.432578132,0.847919761,0.734412306,24.1076986,0.343613519
1,72,2,13,0,-1.29E-08,-7.08E-07,6.61E-08,9626.70734,107.2839837,114.249155,0.343820886,1.195242248,1.046171631,24.51090398,0.240254662
1,72,2,14,0,1.45E-07,-7.07E-07,5.71E-08,9780.78116,104.2320813,119.4764338,0.48878008,0.884817202,0.740578852,25.00095,0.368151472
1,72,2,15,0,3.03E-07,-7.11E-07,7.08E-08,9988.09289,109.7444376,115.8804503,0.321089756,1.118624121,0.965326005,24.35719033,0.308090734
1,72,2,16,0,4.59E-07,-7.06E-07,6.79E-08,10206.3082,105.0159042,123.7438788,0.52894622,1.230530993,0.994417668,25.0484996,0.300806277
1,72,2,17,0,6.17E-07,-7.11E-07,7.77E-08,9526.72883,106.0503135,114.3778598,0.374584767,1.105312714,0.966369467,25.39047115,0.324537843
1,72,2,18,0,7.73E-07,-7.14E-07,7.31E-08,9208.65141,107.7579215,108.8070276,0.138530964,0.920177627,0.84569687,25.85320723,0.413118987
1,72,2,19,0,9.32E-07,-7.14E-07,7.19E-08,9342.42902,106.1831677,112.0248184,0.318704989,1.231092467,1.098946184,25.67928724,0.292021437
1,72,2,20,0,1.09E-06,-7.19E-07,8.34E-08,8926.73873,101.8282828,111.6180736,0.409540216,0.899488256,0.805862552,25.92862262,0.267091737
1,72,2,21,0,1.24E-06,-7.18E-07,7.18E-08,9455.74161,104.8994605,114.7710779,0.405739794,1.032677395,0.899771453,26.55371065,0.419743128
1,72,2,22,0,1.40E-06,-7.16E-07,7.00E-08,9042.83692,100.2369958,114.8647511,0.488341952,1.190455051,1.036397189,26.53842765,0.337218463
1,72,2,23,0,1.56E-06,-7.17E-07,7.11E-08,9560.83441,107.2224856,113.5324591,0.328737268,1.267345417,1.116284653,27.51593553,0.373255209
1,72,2,24,0,1.71E-06,-7.21E-07,7.61E-08,9059.21477,103.139664,111.8342841,0.386583452,1.15235944,1.030416968,26.73687045,0.417616808
1,72,2,25,0,1.87E-06,-7.21E-07,6.79E-08,9256.24725,104.0878471,113.2257067,0.393568749,1.04854038,0.926062121,27.85589461,0.445906788
1,72,2,0,1,-1.97E-06,-8.35E-07,0,9972.30071,107.1086359,118.5443873,0.428520829,1.065184567,0.898553352,23.49067901,0.349345526
1,72,2,1,1,-1.81E-06,-8.32E-07,0,9901.89139,106.2641849,118.642793,0.444729574,0.844684873,0.711956329,23.67444754,0.377780045
1,72,2,2,1,-1.66E-06,-8.27E-07,0,9639.84101,103.3797286,118.7256626,0.491735555,1.051109533,0.885326314,23.97605374,0.320390796
1,72,2,3,1,-1.50E-06,-8.34E-07,0,9683.03869,106.5656923,115.6922787,0.389294693,1.373077755,1.186836122,22.48216504,0.332798723
1,72,2,4,1,-1.35E-06,-8.31E-07,0,10033.7051,106.7651266,119.6580807,0.451538363,1.287490878,1.07597487,23.71363213,0.278883476
1,72,2,5,1,-1.19E-06,-8.34E-07,0,9573.60217,101.8570942,119.6724585,0.524951252,0.936354698,0.782431238,23.47333731,0.362433626
1,72,2,6,1,-1.03E-06,-8.31E-07,0,9057.5444,98.88693593,116.6223183,0.530116802,0.608872288,0.522088994,22.53721166,0.332839821
1,72,2,7,1,-8.77E-07,-8.39E-07,0,10058.6931,104.2868201,122.8067542,0.528080205,0.900143054,0.732975201,21.411141,0.239703488
1,72,2,8,1,-7.19E-07,-8.33E-07,0,10188.6912,102.7965938,126.1972229,0.580063911,0.899235714,0.71256379,21.47431249,0.376455493
1,72,2,9,1,-5.60E-07,-8.34E-07,0,9496.09996,106.8097719,113.1994739,0.331219853,1.316008937,1.162557468,22.55501389,0.329229131
1,72,2,10,1,-4.04E-07,-8.39E-07,0,9917.05597,105.5674522,119.60872,0.470112215,1.203333646,1.006058459,21.4989502,0.314267612
1,72,2,11,1,-2.49E-07,-8.35E-07,0,9584.68495,106.1778017,114.9355111,0.38286748,0.966142028,0.840594886,21.14525009,0.321754146
1,72,2,12,1,-9.18E-08,-8.40E-07,0,9542.5421,107.3964208,113.1317216,0.314358866,0.577288151,0.510279648,21.3215481,0.347660588
1,72,2,13,1,6.66E-08,-8.40E-07,0,9873.32694,108.6513378,115.7013854,0.34373451,1.515918515,1.310199105,21.99981678,0.299303168
1,72,2,14,1,2.22E-07,-8.41E-07,0,10027.479,108.5568003,117.610162,0.384746494,0.592944701,0.504161112,22.30513221,0.227346978
1,72,2,15,1,3.81E-07,-8.43E-07,0,10122.188,102.8528402,125.3049513,0.5711866,1.588375018,1.267607546,22.44676223,0.388138268
1,72,2,16,1,5.37E-07,-8.47E-07,0,9996.48461,107.0600793,118.8857658,0.43479596,1.033930495,0.86968401,22.24883955,0.254520203
1,72,2,17,1,6.89E-07,-8.45E-07,0,9433.68091,104.1049713,115.3771568,0.431105747,0.688680461,0.596894984,23.50448719,0.280956412
1,72,2,18,1,8.52E-07,-8.47E-07,0,10053.0094,108.4065681,118.0730041,0.396275383,0.769523371,0.651735235,23.28686234,0.335894997
1,72,2,19,1,1.01E-06,-8.41E-07,0,9558.31453,105.6606354,115.1803035,0.398081944,0.994918082,0.863791856,22.87068963,0.23442999
1,72,2,20,1,1.16E-06,-8.43E-07,0,8849.24793,104.1111137,108.2229553,0.273028913,1.071199064,0.989807625,23.36278953,0.36758531
1,72,2,21,1,1.32E-06,-8.46E-07,0,9322.43731,104.1430171,113.9749565,0.406308483,0.941782794,0.826306781,24.41286773,0.388236871
1,72,2,22,1,1.48E-06,-8.47E-07,0,9316.26091,104.3334976,113.6914997,0.397298311,1.300254673,1.143669207,24.9888015,0.344018158
1,72,2,23,1,1.64E-06,-8.51E-07,0,9943.20798,108.7260196,116.4402565,0.35792745,0.512389055,0.440044595,24.91449142,0.322597206
1,72,2,24,1,1.79E-06,-8.47E-07,0,9745.75644,106.3194807,116.7112784,0.412491398,1.033185145,0.88524876,24.84159366,0.304907455
1,72,2,25,1,1.95E-06,-8.50E-07,0,10428.7234,102.2173527,129.9022399,0.617107237,0.924071124,0.711358884,24.85725111,0.388311129
1,72,2,0,2,-2.05E-06,-9.57E-07,0,9905.40724,108.5043319,116.234587,0.358592071,1.243362939,1.069701343,23.40245433,0.404705121
1,72,2,1,2,-1.89E-06,-9.61E-07,0,9776.75514,103.3890224,120.4010927,0.512470189,1.235947202,1.026524904,22.68632614,0.314414366
1,72,2,2,2,-1.74E-06,-9.63E-07,0,10253.2107,110.5182016,118.1234687,0.353019533,1.433069405,1.213196175,21.52839674,0.352009208
1,72,2,3,2,-1.58E-06,-9.63E-07,0,9921.95933,101.7364335,124.174109,0.573358333,0.973907473,0.784308001,21.73952011,0.481808103
1,72,2,4,2,-1.42E-06,-9.57E-07,0,10014.6285,105.1577168,121.2561616,0.49789718,1.048967953,0.865084248,21.45301064,0.316350928
1,72,2,5,2,-1.27E-06,-9.65E-07,0,9819.20812,105.4387028,118.573197,0.457462703,1.025336007,0.864728314,21.67319874,0.413193674
1,72,2,6,2,-1.11E-06,-9.60E-07,0,9312.97039,101.9865213,116.2667579,0.480167242,1.243388709,1.069427523,21.12394877,0.362138259
1,72,2,7,2,-9.55E-07,-9.71E-07,0,10014.7169,111.5572439,114.3012615,0.217801389,0.847801216,0.741725161,20.54933015,0.340670959
1,72,2,8,2,-8.01E-07,-9.65E-07,0,10243.364,112.4016678,116.0325859,0.248204052,1.08796076,0.937633814,20.53992357,0.301750517
1,72,2,9,2,-6.39E-07,-9.67E-07,0,10280.4533,106.2065734,123.2454766,0.50733614,1.000669106,0.81193171,21.26081881,0.410416813
1,72,2,10,2,-4.77E-07,-9.71E-07,0,10633.3895,111.4004736,121.5331647,0.399745607,1.836865353,1.511410781,20.07802903,0.329816134
1,72,2,11,2,-3.27E-07,-9.71E-07,0,9989.73239,102.1344615,124.5350702,0.57218282,1.731974745,1.390752615,20.89345828,0.397773132
1,72,2,12,2,-1.73E-07,-9.66E-07,0,10549.4564,114.1370766,117.6829254,0.243625141,1.571894804,1.335703373,20.0857798,0.281241013
1,72,2,13,2,-1.09E-08,-9.72E-07,0,10365.1367,102.8126478,128.3626314,0.598725006,1.53202733,1.193515055,21.29059176,0.39633877
1,72,2,14,2,1.47E-07,-9.72E-07,0,9062.20709,102.5860995,112.4748917,0.41001228,1.0143451,0.901841366,20.79673509,0.378231998
1,72,2,15,2,2.97E-07,-9.73E-07,0,9201.5805,104.9219609,111.6621923,0.342172098,0.903522109,0.809156699,20.34753615,0.257643452
1,72,2,16,2,4.58E-07,-9.73E-07,0,9916.31868,100.61575,125.485812,0.597579362,1.138210926,0.907043519,21.1935913,0.406190745
1,72,2,17,2,6.14E-07,-9.71E-07,0,10094.1223,108.5512798,118.3978273,0.399266154,0.889598047,0.75136349,21.14810944,0.34272033
1,72,2,18,2,7.72E-07,-9.77E-07,0,10030.7484,110.8794639,115.1840488,0.270824864,0.968917601,0.841190782,21.94548676,0.271852005
1,72,2,19,2,9.27E-07,-9.75E-07,0,9885.36061,111.4032362,112.9808475,0.166529511,0.85694189,0.758484211,22.52847465,0.259767538
1,72,2,20,2,1.09E-06,-9.77E-07,0,10734.4973,114.1723999,119.7100747,0.300629686,1.403987936,1.17282354,22.4229796,0.324300412
1,72,2,21,2,1.24E-06,-9.80E-07,0,9915.18285,107.6454809,117.277593,0.396883209,0.841743811,0.717736261,22.85374895,0.245091924
1,72,2,22,2,1.40E-06,-9.80E-07,0,10070.7726,104.0656776,123.2155141,0.535425302,0.780546195,0.633480451,22.57521264,0.461495791
1,72,2,23,2,1.56E-06,-9.80E-07,0,10303.0413,106.0123524,123.7425581,0.515786771,1.381488835,1.116421752,22.37189937,0.356103334
1,72,2,24,2,1.71E-06,-9.81E-07,0,10074.5572,106.5113558,120.4315226,0.46670271,0.871047897,0.723272344,23.67049114,0.498692243
1,72,2,25,2,1.87E-06,-9.82E-07,0,9820.72792,106.8519501,117.0230317,0.407769751,0.660333623,0.564276633,24.55808391,0.352643086
1,72,2,0,3,-1.97E-06,-1.08E-06,0,9994.8245,106.4237067,119.5767954,0.455954667,1.21667894,1.017487495,21.8731861,0.398110984
1,72,2,1,3,-1.82E-06,-1.08E-06,0,10045.0314,106.0696553,120.5786071,0.475580406,0.853790277,0.708077741,22.99739087,0.390853383
1,72,2,2,3,-1.66E-06,-1.08E-06,0,9935.31976,107.4899819,117.6857767,0.407143386,0.827638492,0.703261273,21.74855642,0.328103889
1,72,2,3,3,-1.51E-06,-1.09E-06,0,10186.0846,107.8774877,120.2227268,0.441393594,0.688358038,0.572568978,21.48362172,0.373019661
1,72,2,4,3,-1.35E-06,-1.09E-06,0,10246.8729,109.391627,119.2662012,0.398414227,1.292288159,1.08353259,20.82251009,0.416191345
1,72,2,5,3,-1.19E-06,-1.09E-06,0,10241.7177,106.2256526,122.7590483,0.501222721,1.529773803,1.246159713,20.26926659,0.36097362
1,72,2,6,3,-1.03E-06,-1.09E-06,0,10455.4608,107.8855396,123.392869,0.485339893,0.846120196,0.685712394,19.94168695,0.272314839
1,72,2,7,3,-8.78E-07,-1.09E-06,0,10009.8084,106.44989,119.7266046,0.457697329,0.948138974,0.791920039,19.9218275,0.310161745
1,72,2,8,3,-7.18E-07,-1.09E-06,0,9863.64464,109.0687197,115.1455931,0.320571152,1.336660828,1.160844103,21.39061386,0.491620677
1,72,2,9,3,-5.60E-07,-1.09E-06,0,10423.3271,108.2994761,122.5434575,0.467933202,1.683178335,1.373535861,21.52808067,0.426429642
1,72,2,10,3,-4.05E-07,-1.09E-06,0,9872.11907,104.7323722,120.0161148,0.488341556,1.023383847,0.852705363,19.9787019,0.385442051
1,72,2,11,3,-2.51E-07,-1.10E-06,0,10025.6473,109.0339419,117.074101,0.364191241,0.930602693,0.794883484,20.95564284,0.382968563
1,72,2,12,3,-9.20E-08,-1.10E-06,0,9917.44467,106.8259126,118.2043048,0.428082601,0.837786487,0.708761401,20.63001595,0.385776892
1,72,2,13,3,6.22E-08,-1.09E-06,0,10363.2465,107.2608042,123.016934,0.489650107,1.346965774,1.094943379,21.02083866,0.202676966
1,72,2,14,3,2.19E-07,-1.10E-06,0,9305.66975,105.2845904,112.5363804,0.353166507,1.336474414,1.187593212,20.56022129,0.317031366
1,72,2,15,3,3.80E-07,-1.10E-06,0,10548.1006,111.1293716,120.8524688,0.392983016,0.777179102,0.643080865,21.00143654,0.353028102
1,72,2,16,3,5.34E-07,-1.10E-06,0,10349.1566,110.7470658,118.982435,0.365567071,1.621759471,1.363024275,20.53462415,0.236296082
1,72,2,17,3,6.92E-07,-1.11E-06,0,9487.53626,98.53289966,122.5976947,0.595022237,0.850813854,0.693988461,21.17946906,0.445879604
1,72,2,18,3,8.47E-07,-1.10E-06,0,9967.19753,104.9202381,120.9550253,0.497556059,1.035999162,0.856516015,21.83029951,0.292936053
1,72,2,19,3,1.01E-06,-1.11E-06,0,9991.74683,105.9398569,120.085939,0.47087424,0.932534079,0.776555596,21.64401414,0.276965827
1,72,2,20,3,1.16E-06,-1.10E-06,0,9632.01827,105.3225962,116.4409824,0.426442152,0.665184786,0.571263461,21.63127639,0.232567476
1,72,2,21,3,1.32E-06,-1.10E-06,0,10105.0118,105.5579662,121.8865911,0.499984624,0.828613266,0.679823152,22.27275285,0.435461654
1,72,2,22,3,1.47E-06,-1.10E-06,0,9827.53284,107.8794537,115.9887543,0.367343218,0.871816105,0.751638476,21.89936202,0.406724529
1,72,2,23,3,1.63E-06,-1.10E-06,0,10057.1077,108.444815,118.0794797,0.395640976,0.666825129,0.564725667,23.39143896,0.377292833
1,72,2,24,3,1.79E-06,-1.10E-06,0,10501.0604,109.278887,122.3508565,0.449739116,1.155992795,0.944817902,22.4231375,0.32351109
1,72,2,25,3,1.95E-06,-1.10E-06,0,10349.9252,107.9754335,122.0456698,0.466135482,0.806660525,0.66094973,23.70450279,0.376813744
1,72,2,0,4,-2.05E-06,-1.22E-06,0,10079.4891,106.2883701,120.7432591,0.47444696,1.093777812,0.905870705,23.15274173,0.418050805
1,72,2,1,4,-1.90E-06,-1.21E-06,0,9999.05195,111.1410003,114.549881,0.242140962,1.003477508,0.87601794,21.46780621,0.276678508
1,72,2,2,4,-1.74E-06,-1.22E-06,0,10596.2315,105.699229,127.6408651,0.560582388,0.745562108,0.584109257,22.41460598,0.565953091
1,72,2,3,4,-1.59E-06,-1.21E-06,0,10579.3409,105.5800488,127.5812561,0.561389934,0.857845138,0.672391199,21.77102608,0.4005366
1,72,2,4,4,-1.43E-06,-1.22E-06,0,9673.22824,100.7457091,122.251725,0.566467395,1.449071969,1.185318219,21.79997943,0.387823828
1,72,2,5,4,-1.27E-06,-1.22E-06,0,9973.08318,110.0642463,115.3701072,0.299774497,1.191127241,1.032440092,21.35374913,0.483110209
1,72,2,6,4,-1.11E-06,-1.22E-06,0,9502.19879,97.87451278,123.6131341,0.610805272,1.172563636,0.948575283,21.09826374,0.313219755
1,72,2,7,4,-9.59E-07,-1.22E-06,0,9981.39734,105.6797753,120.256783,0.477219151,0.791012754,0.657769761,20.90337268,0.37129243
1,72,2,8,4,-8.00E-07,-1.22E-06,0,10137.9328,104.0256227,124.0849771,0.545144964,2.116157716,1.705410088,23.26418773,0.353440648
1,72,2,9,4,-6.47E-07,-1.23E-06,0,10448.9437,108.8510348,122.2221581,0.454787775,1.059202886,0.866620997,20.07994179,0.387440793
1,72,2,10,4,-4.83E-07,-1.23E-06,0,10075.948,103.8432317,123.5429147,0.541743583,0.696746282,0.563971057,20.43930207,0.427538585
1,72,2,11,4,-3.28E-07,-1.22E-06,0,10008.2223,104.0462622,122.4730635,0.527517686,1.54241984,1.259395165,19.71387833,0.330486875
1,72,2,12,4,-1.75E-07,-1.22E-06,0,10534.1486,109.3520818,122.6542234,0.452926956,0.98397801,0.802237365,21.46520728,0.359569727
1,72,2,13,4,-1.63E-08,-1.23E-06,0,10488.656,104.3485996,127.9803635,0.578970461,1.374631606,1.07409572,20.02867063,0.419590707
1,72,2,14,4,1.37E-07,-1.23E-06,0,9989.68801,102.1002536,124.5762413,0.572964103,1.032438036,0.828759983,18.83381795,0.402025294
1,72,2,15,4,2.94E-07,-1.23E-06,0,10384.5168,106.1145846,124.6009452,0.524134549,1.395893276,1.120291082,20.14879641,0.47295177
1,72,2,16,4,4.51E-07,-1.23E-06,0,9871.14938,99.58020662,126.2132122,0.614413726,1.259471802,0.997892202,20.661379,0.368467464
1,72,2,17,4,6.12E-07,-1.23E-06,0,10429.2375,109.3293023,121.4579929,0.435598933,1.317580507,1.084803457,21.34298098,0.260389927
1,72,2,18,4,7.66E-07,-1.23E-06,0,9882.9677,108.9374488,115.510189,0.332514401,0.764399356,0.661759246,21.53459565,0.325459665
1,72,2,19,4,9.22E-07,-1.24E-06,0,9946.6679,106.061409,119.4071533,0.459392662,0.747147249,0.625713978,21.29096456,0.417187198
1,72,2,20,4,1.08E-06,-1.23E-06,0,10697.6513,111.309871,122.3671596,0.415400922,1.065834701,0.871013681,22.58132756,0.34915025
1,72,2,21,4,1.24E-06,-1.23E-06,0,10831.387,107.4252238,128.3772083,0.547518496,1.200584363,0.935200554,22.38026023,0.356764145
1,72,2,22,4,1.40E-06,-1.23E-06,0,10389.5726,106.4873523,124.2252196,0.51496363,1.211125157,0.97494306,22.56102145,0.337478641
1,72,2,23,4,1.55E-06,-1.24E-06,0,10079.7268,98.27487349,130.5919442,0.65855344,1.513018274,1.158584691,22.00529001,0.446826958
1,72,2,24,4,1.71E-06,-1.24E-06,0,10721.1752,113.5002376,120.2695663,0.330758689,0.943986141,0.784891947,22.56345579,0.390262186
1,72,2,25,4,1.86E-06,-1.24E-06,0,10501.0597,108.9404216,122.7309788,0.460545902,1.027767716,0.837415073,23.38949021,0.567722448
1,72,2,0,5,-1.98E-06,-1.34E-06,0,10479.226,112.9190558,118.1604372,0.294531327,1.343267033,1.136816235,22.05631395,0.459161558
1,72,2,1,5,-1.82E-06,-1.34E-06,0,10192.5113,109.6334874,118.3717567,0.377083074,0.78122496,0.65997581,21.75224048,0.400930702
1,72,2,2,5,-1.67E-06,-1.34E-06,0,10118.8416,112.5908991,114.4294024,0.178536463,0.812718289,0.710235544,20.91284593,0.326586172
1,72,2,3,5,-1.51E-06,-1.35E-06,0,9650.35897,106.0209137,115.8942913,0.40389117,0.794668168,0.685683616,20.5495855,0.295742743
1,72,2,4,5,-1.35E-06,-1.34E-06,0,10616.2011,109.9626439,122.9232641,0.446941223,1.449896877,1.179513811,19.63335181,0.47680282
1,72,2,5,5,-1.19E-06,-1.34E-06,0,10392.2139,112.1112011,118.023691,0.31254118,0.799084662,0.677054458,20.50773173,0.32788989
1,72,2,6,5,-1.04E-06,-1.34E-06,0,9878.1648,107.6144631,116.8734174,0.390087179,1.068938237,0.914611946,21.44362157,0.304272938
1,72,2,7,5,-8.81E-07,-1.34E-06,0,10229.4735,104.006798,125.2280669,0.55696042,0.890748962,0.711301375,21.08574923,0.396717042
1,72,2,8,5,-7.26E-07,-1.35E-06,0,10090.5489,101.5737215,126.4863176,0.59592354,1.206907736,0.954180467,20.87147561,0.3157481
1,72,2,9,5,-5.65E-07,-1.35E-06,0,10122.5781,109.4840367,117.7200551,0.367465247,1.200232355,1.019564893,20.42291479,0.27294753
1,72,2,10,5,-4.09E-07,-1.35E-06,0,10777.907,115.024087,119.3042064,0.265451114,1.279621302,1.072570147,20.7689667,0.279142452
1,72,2,11,5,-2.48E-07,-1.35E-06,0,10166.5901,106.4358368,121.6179157,0.483823186,0.954729163,0.785023454,20.09710987,0.321342842
1,72,2,12,5,-9.32E-08,-1.35E-06,0,10041.0263,108.97593,117.3161066,0.370309299,0.863546529,0.736085226,21.21384603,0.43384635
1,72,2,13,5,6.62E-08,-1.35E-06,0,10075.9012,109.3058557,117.3682396,0.364235348,1.232588071,1.05018877,19.98067744,0.327538828
1,72,2,14,5,2.19E-07,-1.35E-06,0,10064.3495,107.9586631,118.6966151,0.415628494,0.735187729,0.619383904,21.21794562,0.390832267
1,72,2,15,5,3.77E-07,-1.35E-06,0,10560.4124,106.6300892,126.0988794,0.533806033,1.16324811,0.922488856,20.95988205,0.335542878
1,72,2,16,5,5.31E-07,-1.36E-06,0,10007.5166,109.1849943,116.700706,0.353066038,0.856584537,0.734001161,21.37900811,0.404435097
1,72,2,17,5,6.86E-07,-1.35E-06,0,9990.30713,101.3091517,125.5568119,0.590716785,1.089839454,0.868005038,20.58139975,0.437022719
1,72,2,18,5,8.44E-07,-1.35E-06,0,10771.9398,111.8896951,122.5783997,0.408404452,1.228279809,1.002036094,21.41792436,0.388129109
1,72,2,19,5,1.00E-06,-1.35E-06,0,9864.16803,104.0003564,120.7635171,0.508282849,1.463101989,1.211543042,22.42463698,0.387562197
1,72,2,20,5,1.16E-06,-1.36E-06,0,10289.7341,108.5020726,120.7469688,0.438788341,0.554563424,0.459277305,23.04995086,0.42388198
1,72,2,21,5,1.32E-06,-1.36E-06,0,10077.2456,103.8276058,123.5774198,0.542303504,0.879198386,0.711455529,22.69553218,0.39927172
1,72,2,22,5,1.48E-06,-1.36E-06,0,10582.2588,113.3999015,118.816245,0.298485668,0.831114704,0.699495851,21.40832062,0.375651005
1,72,2,23,5,1.63E-06,-1.36E-06,0,10323.0586,112.554269,116.7767927,0.266477746,0.885146425,0.757981449,22.70948703,0.309340316
1,72,2,24,5,1.78E-06,-1.36E-06,0,10579.2342,111.5118099,120.7934778,0.384413893,1.238028456,1.02491333,24.20376496,0.357305304
1,72,2,25,5,1.95E-06,-1.36E-06,0,10463.2905,111.9721733,118.9784475,0.338091952,0.858771597,0.72178753,23.79524108,0.325381502
1,72,2,0,6,-2.06E-06,-1.47E-06,0,10023.6991,110.1841562,115.8294493,0.308383794,0.938518501,0.810258968,23.38453606,0.551205697
1,72,2,1,6,-1.90E-06,-1.48E-06,0,9274.3185,99.51598782,118.6586129,0.544632526,0.872667538,0.735443906,22.43657279,0.36516389
1,72,2,2,6,-1.74E-06,-1.47E-06,0,9826.30892,108.5320725,115.276939,0.337041228,0.721901395,0.626232273,22.06114437,0.366529426
1,72,2,3,6,-1.59E-06,-1.47E-06,0,10372.8973,109.44075,120.6788428,0.421397514,0.853521187,0.707266632,21.78929551,0.407072687
1,72,2,4,6,-1.43E-06,-1.47E-06,0,10682.8228,110.2077151,123.4196038,0.450152967,0.879669464,0.712746952,23.26148858,0.460357766
1,72,2,5,6,-1.27E-06,-1.47E-06,0,10174.1296,111.5235874,116.1557343,0.279583994,1.175431066,1.011944071,22.57182593,0.318560923
1,72,2,6,6,-1.11E-06,-1.47E-06,0,9847.1798,108.53726,115.5162635,0.342317786,1.736381439,1.503148895,22.94821259,0.395632565
1,72,2,7,6,-9.63E-07,-1.48E-06,0,9848.40541,104.0748675,120.4842199,0.50382634,1.440876279,1.195904559,21.18197915,0.32409203
1,72,2,8,6,-7.98E-07,-1.47E-06,0,10687.2023,113.6641158,119.7156068,0.313914938,1.617730273,1.351311091,20.8109789,0.368417262
1,72,2,9,6,-6.49E-07,-1.48E-06,0,10818.6532,110.0406867,125.1785817,0.476693429,1.581141322,1.263108512,20.88055651,0.328519507
1,72,2,10,6,-4.89E-07,-1.48E-06,0,10494.5502,111.0994224,120.2713404,0.383020633,0.79837006,0.663807403,21.97274708,0.345524852
1,72,2,11,6,-3.29E-07,-1.48E-06,0,10137.6559,109.7924044,117.5642754,0.357553704,1.006971341,0.856528343,21.41320225,0.323866914
1,72,2,12,6,-1.79E-07,-1.47E-06,0,10357.3415,108.4786046,121.5666162,0.451366284,0.918889937,0.755873582,20.24328692,0.3987773
1,72,2,13,6,-1.93E-08,-1.48E-06,0,10539.5784,109.4777454,122.5765837,0.449783703,0.810717364,0.661396605,22.64375738,0.404136491
1,72,2,14,6,1.37E-07,-1.47E-06,0,10181.8017,105.1958572,123.2355809,0.520902883,0.949589009,0.770547761,21.32803,0.424729399
1,72,2,15,6,2.91E-07,-1.48E-06,0,10738.308,113.7605773,120.1860859,0.322595265,1.783044501,1.483569823,22.34259804,0.450808981
1,72,2,16,6,4.51E-07,-1.48E-06,0,10179.0543,111.1151306,116.6391509,0.304100098,1.233677968,1.057687713,22.61964356,0.400089375
1,72,2,17,6,6.09E-07,-1.49E-06,0,9393.85392,101.8696348,117.411104,0.497206854,1.120626456,0.954446741,21.67468432,0.427012657
1,72,2,18,6,7.67E-07,-1.49E-06,0,10205.5252,108.3167929,119.9636545,0.429822481,0.911057766,0.759444825,21.52855019,0.365568797
1,72,2,19,6,9.19E-07,-1.49E-06,0,10478.7832,111.9586342,119.1690242,0.342564184,0.810149853,0.679832581,22.45017078,0.333838111
1,72,2,20,6,1.08E-06,-1.49E-06,0,9112.33383,101.9713791,113.7788259,0.443600635,0.996866325,0.876143973,23.01688096,0.546914602
1,72,2,21,6,1.24E-06,-1.49E-06,0,10277.7078,110.8025634,118.1018172,0.346106459,1.315334174,1.113728989,21.94938175,0.347589242
1,72,2,22,6,1.39E-06,-1.49E-06,0,10355.3999,110.0958769,119.7583879,0.393518671,1.342963543,1.121394139,23.36885545,0.346795765
1,72,2,23,6,1.55E-06,-1.49E-06,0,10811.6248,112.0530085,122.8506805,0.409951442,1.233370809,1.003959281,23.40473795,0.300191922
1,72,2,24,6,1.70E-06,-1.49E-06,0,10176.1911,105.2285932,123.1293566,0.519256849,1.617417106,1.313591779,23.46386437,0.547110829
1,72,2,25,6,1.86E-06,-1.49E-06,0,10072.8165,105.4644849,121.6059445,0.497848138,0.6182216,0.508381068,24.72177786,0.486772357
1,72,2,0,7,-1.98E-06,-1.60E-06,0,10073.0375,102.1805317,125.5169603,0.580756269,0.794026571,0.632605003,24.08329478,0.628204393
1,72,2,1,7,-1.82E-06,-1.60E-06,0,9786.00248,106.0220983,117.5219652,0.4314286,0.592817091,0.504430887,23.87608958,0.456711279
1,72,2,2,7,-1.67E-06,-1.61E-06,0,9204.35793,106.2194634,110.3314979,0.270463658,0.834387256,0.756254807,24.01699774,0.494158953
1,72,2,3,7,-1.51E-06,-1.60E-06,0,9812.05587,100.1243946,124.7757611,0.59674,1.010111959,0.809541813,23.11248064,0.511302515
1,72,2,4,7,-1.35E-06,-1.61E-06,0,8862.48434,96.60146277,116.8105038,0.562212296,1.424496807,1.219493762,22.92976124,0.631900533
1,72,2,5,7,-1.20E-06,-1.60E-06,0,10049.2788,102.8324098,124.4271062,0.563014513,0.759807193,0.610644429,22.90585841,0.45551033
1,72,2,6,7,-1.04E-06,-1.61E-06,0,9863.43154,105.3939727,119.1577732,0.466557337,0.924070487,0.775501642,22.44882769,0.433349761
1,72,2,7,7,-8.82E-07,-1.60E-06,0,10064.9041,109.2683868,117.280344,0.363266119,1.313336056,1.119826232,22.16112149,0.309082294
1,72,2,8,7,-7.27E-07,-1.61E-06,0,9189.78471,103.6744106,112.8609966,0.395182454,1.053203474,0.933186402,22.35933818,0.534238485
1,72,2,9,7,-5.70E-07,-1.61E-06,0,9662.19085,104.9646456,117.2040682,0.444917235,1.111625657,0.948453133,22.83717384,0.377750398
1,72,2,10,7,-4.11E-07,-1.61E-06,0,10184.9421,110.4275851,117.4332586,0.34022693,1.003527137,0.854551044,22.18221888,0.409919941
1,72,2,11,7,-2.55E-07,-1.61E-06,0,9799.02537,110.5562902,112.8520736,0.200680709,0.79326548,0.702925037,23.98704128,0.42741876
1,72,2,12,7,-9.80E-08,-1.62E-06,0,8916.64541,101.027485,112.3756129,0.437915581,1.195018483,1.063414429,23.00020235,0.487713257
