name of the site,location(x_y),area, areaX, perimeter, perimeterX, areaEnclosingCircle, areaFitEllipse, areaMinAreaRectangle, eccentricity, orientation, convexity, 0degDiam, 45degDiam, 90degDiam, 135degDiam
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2406_408,3.63E-16,4.69E-16,7.19E-08,8.54E-08,4.55E-16,1.48E-15,4.53E-16,0.878787082,101.9360352,0.978325123,5.98E-08,6.07E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2314_408,3.98E-16,5.09E-16,7.59E-08,8.89E-08,5.19E-16,1.64E-15,4.87E-16,0.815638185,94.48542786,0.974084004,5.81E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2216_412,2.28E-16,3.13E-16,5.66E-08,6.67E-08,2.66E-16,9.69E-16,2.77E-16,0.931644122,79.47488403,0.979591837,5.81E-08,5.55E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2826_480,4.31E-16,5.45E-16,7.83E-08,9.23E-08,4.87E-16,1.77E-15,5.32E-16,0.948515882,83.30181885,0.977630489,5.64E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1056_484,4.79E-16,5.99E-16,8.29E-08,9.74E-08,5.73E-16,1.98E-15,5.93E-16,0.931858967,38.25731659,0.97472119,5.98E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3376_484,3.37E-16,4.39E-16,6.90E-08,8.20E-08,4.07E-16,1.39E-15,4.20E-16,0.88854176,40.91251373,0.977730647,5.73E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3760_486,3.97E-16,5.07E-16,7.51E-08,8.72E-08,4.72E-16,1.64E-15,4.73E-16,0.868090524,3.098374844,0.981949458,5.98E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1890_488,4.67E-16,5.86E-16,8.12E-08,9.57E-08,5.54E-16,1.94E-15,5.72E-16,0.906239408,28.59536934,0.980828221,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2544_488,5.67E-16,6.99E-16,9.09E-08,1.06E-07,6.47E-16,2.34E-15,7.02E-16,0.970910954,15.6928072,0.96762142,5.81E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3568_486,5.82E-16,7.13E-16,9.04E-08,1.06E-07,6.72E-16,2.40E-15,7.01E-16,0.948556727,57.18972397,0.979102643,5.90E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1242_490,6.21E-16,7.57E-16,9.36E-08,1.11E-07,6.86E-16,2.52E-15,7.71E-16,0.976616799,166.180603,0.980403458,5.90E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1430_488,5.85E-16,7.18E-16,9.14E-08,1.09E-07,6.41E-16,2.37E-15,7.48E-16,0.983400395,91.34712982,0.975045648,5.64E-08,5.64E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2080_488,6.18E-16,7.56E-16,9.43E-08,1.13E-07,6.89E-16,2.50E-15,7.88E-16,0.97274303,140.5806122,0.972429638,5.98E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2638_490,5.71E-16,7.03E-16,9.06E-08,1.08E-07,6.26E-16,2.31E-15,7.24E-16,0.98253308,143.3209229,0.97627965,5.73E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3196_490,6.26E-16,7.64E-16,9.48E-08,1.13E-07,6.89E-16,2.56E-15,7.95E-16,0.957280861,85.28502655,0.973340896,5.90E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3474_488,6.21E-16,7.56E-16,9.34E-08,1.09E-07,7.05E-16,2.57E-15,7.47E-16,0.949497436,56.54768372,0.980392157,5.73E-08,5.64E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 126_492,5.85E-16,7.20E-16,9.26E-08,1.11E-07,6.51E-16,2.39E-15,7.43E-16,0.968326149,54.80308533,0.970338983,5.73E-08,5.55E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 500_490,5.89E-16,7.22E-16,9.14E-08,1.09E-07,6.43E-16,2.39E-15,7.48E-16,0.96916383,155.1203003,0.977562159,5.64E-08,5.64E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 686_492,6.18E-16,7.54E-16,9.31E-08,1.11E-07,6.79E-16,2.51E-15,7.71E-16,0.972631455,39.84848022,0.980869565,5.73E-08,5.64E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 780_490,5.84E-16,7.16E-16,9.09E-08,1.06E-07,6.67E-16,2.42E-15,7.02E-16,0.961580205,163.7963257,0.979192166,5.81E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 870_490,6.02E-16,7.38E-16,9.28E-08,1.13E-07,6.87E-16,2.43E-15,7.72E-16,0.942030821,21.31261635,0.97457126,5.81E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1336_492,6.31E-16,7.70E-16,9.55E-08,1.15E-07,7.07E-16,2.55E-15,8.19E-16,0.949958614,177.711853,0.96969697,5.90E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1618_490,5.96E-16,7.32E-16,9.31E-08,1.11E-07,6.97E-16,2.43E-15,7.70E-16,0.908422066,21.33699799,0.96797153,5.81E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1710_492,5.66E-16,6.97E-16,8.99E-08,1.06E-07,6.36E-16,2.30E-15,7.01E-16,0.967840045,107.8595352,0.97668557,5.81E-08,5.64E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1986_492,6.11E-16,7.48E-16,9.41E-08,1.11E-07,6.92E-16,2.51E-15,7.71E-16,0.963475804,63.51806259,0.969872538,5.73E-08,5.55E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2266_492,6.43E-16,7.81E-16,9.53E-08,1.13E-07,7.14E-16,2.64E-15,7.95E-16,0.973543748,56.00107956,0.978333333,5.64E-08,5.55E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2358_490,6.09E-16,7.42E-16,9.21E-08,1.08E-07,6.79E-16,2.54E-15,7.24E-16,0.980811991,9.295723915,0.982321744,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2454_492,5.75E-16,7.08E-16,9.16E-08,1.08E-07,6.34E-16,2.35E-15,7.24E-16,0.96707158,8.118349075,0.969846154,5.81E-08,5.55E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2732_492,5.84E-16,7.17E-16,9.11E-08,1.08E-07,6.58E-16,2.40E-15,7.24E-16,0.964208367,114.0368652,0.976815131,5.81E-08,5.73E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2916_490,6.09E-16,7.45E-16,9.31E-08,1.11E-07,6.80E-16,2.46E-15,7.71E-16,0.949764237,108.3414612,0.9771529,5.98E-08,5.81E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3102_492,5.48E-16,6.78E-16,8.94E-08,1.06E-07,6.48E-16,2.25E-15,7.01E-16,0.90075813,68.25460052,0.970265029,5.64E-08,5.47E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3664_490,5.94E-16,7.28E-16,9.24E-08,1.09E-07,6.60E-16,2.43E-15,7.48E-16,0.982518174,163.186142,0.972488038,5.81E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 4032_492,5.99E-16,7.35E-16,9.38E-08,1.13E-07,6.60E-16,2.42E-15,7.71E-16,0.967001996,67.97319031,0.973293769,5.55E-08,5.55E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 220_492,6.49E-16,7.90E-16,9.67E-08,1.16E-07,7.39E-16,2.62E-15,8.19E-16,0.947529252,147.5899811,0.97693575,5.55E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 314_494,6.01E-16,7.36E-16,9.34E-08,1.09E-07,6.71E-16,2.45E-15,7.48E-16,0.939715503,5.069666386,0.971664699,5.64E-08,5.55E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 404_492,6.51E-16,7.92E-16,9.67E-08,1.16E-07,7.18E-16,2.63E-15,8.43E-16,0.979936189,20.55216408,0.972722313,5.73E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 592_494,5.27E-16,6.53E-16,8.70E-08,1.03E-07,5.95E-16,2.16E-15,6.57E-16,0.973305676,15.49748135,0.975,5.64E-08,5.47E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 962_492,6.25E-16,7.62E-16,9.43E-08,1.13E-07,6.94E-16,2.53E-15,7.95E-16,0.992593846,106.2391205,0.976041072,5.90E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1148_494,6.12E-16,7.47E-16,9.34E-08,1.09E-07,6.78E-16,2.51E-15,7.47E-16,0.98119081,61.92219925,0.977829638,5.73E-08,5.55E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1522_492,5.77E-16,7.08E-16,8.99E-08,1.06E-07,6.36E-16,2.36E-15,7.02E-16,0.970620213,147.4317322,0.982587065,5.81E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1804_494,4.95E-16,6.18E-16,8.46E-08,9.91E-08,5.58E-16,2.03E-15,6.14E-16,0.964826245,35.98338699,0.971326165,5.81E-08,5.47E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3934_494,4.71E-16,5.94E-16,8.28E-08,1.01E-07,5.54E-16,1.90E-15,6.08E-16,0.871380503,29.72520638,0.967741935,5.73E-08,5.38E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 640_562,5.20E-16,6.49E-16,8.74E-08,1.06E-07,6.43E-16,2.13E-15,6.73E-16,0.891077642,130.3386841,0.971370143,5.98E-08,6.15E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3330_564,5.61E-16,6.93E-16,8.96E-08,1.08E-07,6.30E-16,2.30E-15,7.24E-16,0.95313044,82.11706543,0.972187105,6.07E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2962_568,5.68E-16,6.99E-16,9.04E-08,1.06E-07,6.55E-16,2.32E-15,6.99E-16,0.934777769,82.38018799,0.976787955,5.90E-08,5.64E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1384_570,6.88E-16,8.34E-16,1.00E-07,1.20E-07,8.16E-16,2.78E-15,8.91E-16,0.887148668,96.52265167,0.973154362,5.55E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2312_570,6.84E-16,8.29E-16,1.01E-07,1.20E-07,7.80E-16,2.78E-15,8.68E-16,0.924958213,97.9916687,0.970984456,5.73E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2408_568,5.57E-16,6.89E-16,8.96E-08,1.08E-07,6.76E-16,2.29E-15,7.21E-16,0.859734887,117.9457779,0.976327575,5.81E-08,5.55E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2494_570,6.20E-16,7.56E-16,9.41E-08,1.11E-07,7.19E-16,2.56E-15,7.71E-16,0.975660658,140.5150452,0.975862069,5.98E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2772_570,7.40E-16,8.89E-16,1.03E-07,1.21E-07,8.40E-16,3.00E-15,9.20E-16,0.95265573,59.0954895,0.977809937,5.98E-08,5.81E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2872_568,6.89E-16,8.34E-16,9.96E-08,1.20E-07,7.50E-16,2.79E-15,8.84E-16,0.980692781,88.26982117,0.972666323,5.55E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3052_570,6.75E-16,8.16E-16,9.80E-08,1.15E-07,7.52E-16,2.78E-15,8.19E-16,0.981450628,38.9359169,0.97624076,5.90E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3146_570,7.12E-16,8.58E-16,1.01E-07,1.20E-07,7.85E-16,2.90E-15,8.94E-16,0.970859792,82.41387177,0.973526474,5.98E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3614_570,6.74E-16,8.18E-16,9.84E-08,1.18E-07,7.80E-16,2.78E-15,8.67E-16,0.95679396,76.96318054,0.975184794,5.81E-08,5.55E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 80_570,6.59E-16,8.00E-16,9.70E-08,1.15E-07,7.86E-16,2.71E-15,8.19E-16,0.917507504,121.1330414,0.977789816,5.64E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 552_570,6.99E-16,8.45E-16,1.01E-07,1.18E-07,8.21E-16,2.86E-15,8.69E-16,0.926443747,117.4306412,0.973577236,5.64E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1010_570,6.32E-16,7.71E-16,9.63E-08,1.13E-07,8.15E-16,2.60E-15,7.89E-16,0.829669526,71.41022491,0.97247191,5.47E-08,5.64E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1202_572,6.43E-16,7.83E-16,9.55E-08,1.15E-07,7.81E-16,2.64E-15,8.15E-16,0.920945968,115.4275665,0.983258929,5.64E-08,5.47E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1474_572,7.25E-16,8.72E-16,1.02E-07,1.20E-07,8.49E-16,2.96E-15,8.92E-16,0.911197958,80.80168915,0.977351059,5.90E-08,5.73E-08,5.81E-08,5.30E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1848_572,5.81E-16,7.14E-16,9.09E-08,1.09E-07,6.72E-16,2.35E-15,7.48E-16,0.948591955,133.6017761,0.978474785,5.73E-08,5.55E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1942_570,6.67E-16,8.09E-16,9.77E-08,1.16E-07,7.46E-16,2.72E-15,8.43E-16,0.984918371,84.16085815,0.974919957,5.55E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2218_570,6.82E-16,8.23E-16,9.75E-08,1.15E-07,7.50E-16,2.82E-15,8.19E-16,0.989167118,149.8249359,0.983157895,5.90E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2590_570,7.64E-16,9.19E-16,1.06E-07,1.26E-07,8.56E-16,3.10E-15,9.73E-16,0.937786846,62.57907867,0.968995835,5.73E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3240_570,6.77E-16,8.21E-16,9.89E-08,1.18E-07,7.62E-16,2.74E-15,8.69E-16,0.9413083,61.47109604,0.971698113,5.90E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3424_570,6.98E-16,8.42E-16,9.94E-08,1.18E-07,7.85E-16,2.86E-15,8.67E-16,0.961191869,68.57362366,0.978995902,5.73E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3518_572,7.50E-16,9.00E-16,1.04E-07,1.23E-07,8.36E-16,3.05E-15,9.46E-16,0.95178127,82.30401611,0.972998579,5.90E-08,5.73E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 174_574,7.00E-16,8.45E-16,9.99E-08,1.18E-07,7.89E-16,2.88E-15,8.67E-16,0.957003467,91.55941772,0.975584944,5.98E-08,5.64E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 732_574,7.28E-16,8.75E-16,1.02E-07,1.20E-07,8.41E-16,3.00E-15,8.92E-16,0.893594934,93.87854004,0.974095797,5.73E-08,5.55E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1100_572,7.44E-16,8.94E-16,1.04E-07,1.23E-07,8.58E-16,3.00E-15,9.43E-16,0.908181285,84.1951828,0.976532567,5.98E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2030_572,7.61E-16,9.13E-16,1.05E-07,1.25E-07,8.51E-16,3.10E-15,9.73E-16,0.935735376,75.78282166,0.970670391,6.15E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2122_572,7.16E-16,8.63E-16,1.02E-07,1.20E-07,8.13E-16,2.92E-15,8.94E-16,0.97343476,70.1421814,0.970792079,5.98E-08,5.90E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2680_572,6.96E-16,8.40E-16,9.97E-08,1.16E-07,7.97E-16,2.89E-15,8.43E-16,0.962638049,67.69262695,0.975946776,5.90E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3978_574,7.75E-16,9.43E-16,1.16E-07,1.38E-07,1.15E-15,3.37E-15,1.07E-15,0.829649544,42.11737442,0.91504959,5.81E-08,5.64E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 448_576,8.14E-16,9.86E-16,1.20E-07,1.42E-07,1.22E-15,3.63E-15,1.13E-15,0.840242282,41.36528778,0.898107128,5.98E-08,5.73E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 824_574,6.94E-16,8.37E-16,1.00E-07,1.16E-07,8.25E-16,2.85E-15,8.41E-16,0.89778485,102.361496,0.974858902,5.98E-08,5.81E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1658_576,8.04E-16,9.75E-16,1.20E-07,1.40E-07,1.20E-15,3.55E-15,1.09E-15,0.867055365,42.90287399,0.908828383,5.90E-08,5.81E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1754_574,6.88E-16,8.31E-16,9.92E-08,1.16E-07,7.96E-16,2.82E-15,8.41E-16,0.927625322,95.55509949,0.977685522,5.98E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1334_644,8.38E-16,9.97E-16,1.10E-07,1.32E-07,9.10E-16,3.38E-15,1.08E-15,0.958685817,108.4342575,0.976190476,5.90E-08,5.81E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3658_642,7.69E-16,9.21E-16,1.05E-07,1.25E-07,8.74E-16,3.14E-15,9.73E-16,0.945433838,57.44542313,0.972760849,5.98E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3842_642,7.67E-16,9.20E-16,1.05E-07,1.26E-07,8.68E-16,3.11E-15,9.86E-16,0.969733113,8.683117867,0.971772328,5.90E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 310_646,7.75E-16,9.29E-16,1.06E-07,1.26E-07,8.70E-16,3.15E-15,1.00E-15,0.966608276,83.91565704,0.971167048,5.98E-08,5.81E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 402_644,7.53E-16,9.03E-16,1.04E-07,1.23E-07,8.22E-16,3.07E-15,9.46E-16,0.982287287,116.9155502,0.974940898,5.90E-08,5.73E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1614_644,7.33E-16,8.82E-16,1.03E-07,1.21E-07,8.15E-16,3.01E-15,9.20E-16,0.983496558,89.58881378,0.971456217,5.64E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1890_646,8.24E-16,9.81E-16,1.09E-07,1.30E-07,9.05E-16,3.32E-15,1.05E-15,0.965842799,115.8902664,0.97535668,6.07E-08,5.98E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2358_646,7.47E-16,8.98E-16,1.04E-07,1.25E-07,8.26E-16,3.02E-15,9.59E-16,0.954917097,99.48562622,0.968735197,5.90E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2446_644,7.75E-16,9.29E-16,1.06E-07,1.26E-07,8.57E-16,3.14E-15,1.00E-15,0.974812658,126.2061081,0.973853211,6.07E-08,5.98E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2730_646,6.91E-16,8.37E-16,9.96E-08,1.20E-07,7.88E-16,2.79E-15,8.94E-16,0.919436207,102.1756973,0.977800723,5.81E-08,5.73E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3194_644,7.84E-16,9.38E-16,1.06E-07,1.26E-07,8.80E-16,3.17E-15,9.99E-16,0.945526159,75.67771912,0.975022707,5.81E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3752_644,7.92E-16,9.47E-16,1.07E-07,1.28E-07,9.16E-16,3.20E-15,1.02E-15,0.918650915,45.90062714,0.97834912,5.64E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3936_644,7.67E-16,9.21E-16,1.06E-07,1.26E-07,8.39E-16,3.09E-15,1.00E-15,0.973032059,95.17082977,0.972235076,5.73E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 216_648,8.09E-16,9.65E-16,1.08E-07,1.28E-07,8.90E-16,3.28E-15,1.03E-15,0.991752631,64.54052734,0.975362956,6.07E-08,5.90E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 592_648,7.63E-16,9.13E-16,1.04E-07,1.23E-07,8.47E-16,3.14E-15,9.46E-16,0.957191389,94.74320221,0.975268315,5.90E-08,5.81E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 686_646,7.62E-16,9.15E-16,1.05E-07,1.26E-07,8.36E-16,3.08E-15,9.90E-16,0.97576981,115.4939957,0.97160149,5.81E-08,5.73E-08,5.81E-08,5.81E-08
