name of the site,location(x_y),area, areaX, perimeter, perimeterX, areaEnclosingCircle, areaFitEllipse, areaMinAreaRectangle, eccentricity, orientation, convexity, 0degDiam, 45degDiam, 90degDiam, 135degDiam
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2356_1744,5.35E-16,6.64E-16,8.84E-08,1.06E-07,6.00E-16,2.16E-15,6.79E-16,0.970753453,145.1560516,0.970841617,5.81E-08,5.38E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2724_1744,5.44E-16,6.72E-16,8.77E-08,1.04E-07,6.12E-16,2.23E-15,6.79E-16,0.966219223,119.7077637,0.97896121,5.73E-08,5.55E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3190_1744,5.17E-16,6.42E-16,8.58E-08,1.01E-07,5.83E-16,2.12E-15,6.35E-16,0.957971192,112.427681,0.974535444,5.64E-08,5.30E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2632_1746,5.37E-16,6.64E-16,8.80E-08,1.03E-07,6.06E-16,2.23E-15,6.54E-16,0.97064054,97.69290161,0.976759628,5.81E-08,5.47E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3282_1744,5.61E-16,6.91E-16,8.94E-08,1.06E-07,6.21E-16,2.27E-15,7.02E-16,0.993645319,164.701004,0.978357734,5.73E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3928_1746,5.64E-16,6.95E-16,8.99E-08,1.06E-07,6.30E-16,2.32E-15,7.02E-16,0.951631967,173.2549286,0.972938955,5.81E-08,5.64E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3652_1748,5.22E-16,6.50E-16,8.67E-08,1.04E-07,5.97E-16,2.11E-15,6.79E-16,0.918561995,121.5392761,0.971486762,5.73E-08,5.30E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3744_1750,4.98E-16,6.23E-16,8.50E-08,1.03E-07,5.63E-16,2.03E-15,6.42E-16,0.96977474,133.9759827,0.972876517,5.64E-08,5.47E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3836_1748,5.20E-16,6.48E-16,8.72E-08,1.04E-07,6.13E-16,2.11E-15,6.78E-16,0.923684961,108.4477921,0.968707483,5.81E-08,5.55E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 544_1814,5.13E-16,6.37E-16,8.48E-08,1.01E-07,5.96E-16,2.11E-15,6.35E-16,0.950681895,111.0362549,0.978427279,6.07E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 822_1812,5.21E-16,6.49E-16,8.82E-08,1.04E-07,5.91E-16,2.12E-15,6.72E-16,0.966550998,85.93573761,0.96026936,5.90E-08,6.07E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1100_1812,4.88E-16,6.10E-16,8.31E-08,9.91E-08,5.59E-16,2.00E-15,6.13E-16,0.929184184,94.72677612,0.978785662,5.81E-08,6.07E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1194_1814,5.14E-16,6.40E-16,8.60E-08,1.03E-07,6.04E-16,2.08E-15,6.57E-16,0.921255931,124.7758408,0.969676085,6.07E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1284_1812,4.75E-16,5.97E-16,8.26E-08,9.91E-08,5.40E-16,1.92E-15,6.13E-16,0.935360796,102.1419067,0.973802395,5.81E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 82_1816,4.84E-16,6.06E-16,8.31E-08,9.91E-08,5.51E-16,1.95E-15,6.13E-16,0.952944818,109.8889618,0.972853999,5.90E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 172_1816,5.10E-16,6.36E-16,8.60E-08,1.03E-07,5.95E-16,2.06E-15,6.56E-16,0.929409825,114.7795181,0.970813065,5.90E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 728_1814,5.61E-16,6.92E-16,8.99E-08,1.06E-07,6.38E-16,2.30E-15,7.01E-16,0.984840467,123.8617401,0.975269499,5.98E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1378_1816,5.27E-16,6.53E-16,8.60E-08,1.03E-07,5.95E-16,2.16E-15,6.56E-16,0.939682066,112.139679,0.977642276,5.98E-08,5.81E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1566_1814,4.74E-16,5.94E-16,8.19E-08,9.74E-08,5.43E-16,1.94E-15,5.91E-16,0.941859174,91.49459076,0.976656627,5.90E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1932_1816,4.92E-16,6.17E-16,8.40E-08,1.03E-07,5.88E-16,2.00E-15,6.29E-16,0.90390379,105.8806686,0.971902017,6.07E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2028_1816,4.98E-16,6.21E-16,8.43E-08,1.01E-07,5.65E-16,2.03E-15,6.35E-16,0.936173776,128.3830414,0.975662133,5.81E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2494_1816,5.02E-16,6.26E-16,8.53E-08,1.01E-07,5.68E-16,2.04E-15,6.35E-16,0.957912533,62.54225159,0.971045198,5.81E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1752_1818,4.66E-16,5.86E-16,8.24E-08,9.74E-08,5.38E-16,1.89E-15,5.91E-16,0.927725065,105.307991,0.968133536,5.90E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2118_1816,4.66E-16,5.86E-16,8.14E-08,9.74E-08,5.38E-16,1.88E-15,5.93E-16,0.923286498,116.1447372,0.973302822,6.15E-08,6.15E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2214_1816,4.89E-16,6.11E-16,8.31E-08,9.91E-08,5.52E-16,2.00E-15,6.13E-16,0.940346804,98.75409698,0.977388767,5.81E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2306_1816,4.88E-16,6.10E-16,8.31E-08,9.91E-08,5.68E-16,2.01E-15,6.13E-16,0.917078385,124.0393295,0.976642336,6.07E-08,6.15E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2400_1818,5.38E-16,6.66E-16,8.72E-08,1.04E-07,6.18E-16,2.17E-15,6.79E-16,0.912329644,122.1815414,0.97810219,5.90E-08,5.98E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2676_1818,4.96E-16,6.18E-16,8.41E-08,9.91E-08,5.69E-16,2.03E-15,6.13E-16,0.93490712,81.37176514,0.979091565,5.98E-08,5.98E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2956_1818,4.90E-16,6.12E-16,8.31E-08,9.91E-08,5.65E-16,1.99E-15,6.13E-16,0.950332991,119.9597473,0.977421704,5.98E-08,5.81E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3142_1816,5.45E-16,6.72E-16,8.75E-08,1.03E-07,6.08E-16,2.24E-15,6.57E-16,0.969881329,126.2025146,0.980289093,5.81E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3232_1818,4.73E-16,5.94E-16,8.16E-08,9.91E-08,5.41E-16,1.93E-15,5.99E-16,0.934423079,118.8488083,0.981060606,5.90E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3512_1816,5.09E-16,6.34E-16,8.53E-08,1.01E-07,5.70E-16,2.07E-15,6.34E-16,0.939054533,104.4799194,0.976890756,5.90E-08,6.15E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3606_1816,4.94E-16,6.17E-16,8.41E-08,9.91E-08,5.62E-16,2.01E-15,6.13E-16,0.962607851,91.5739212,0.973400431,5.64E-08,5.98E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 266_1820,5.03E-16,6.26E-16,8.46E-08,9.91E-08,5.65E-16,2.07E-15,6.14E-16,0.974191982,90.52783203,0.977288857,5.81E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 358_1818,5.45E-16,6.74E-16,8.82E-08,1.04E-07,6.28E-16,2.22E-15,6.79E-16,0.964506186,122.1362839,0.975832789,5.73E-08,5.64E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 916_1820,5.37E-16,6.64E-16,8.75E-08,1.03E-07,6.00E-16,2.20E-15,6.56E-16,0.961836827,114.944931,0.978695073,5.90E-08,5.55E-08,5.81E-08,5.21E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1474_1820,5.37E-16,6.64E-16,8.75E-08,1.03E-07,5.99E-16,2.19E-15,6.57E-16,0.947251941,113.0922241,0.978043912,5.81E-08,5.30E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3046_1820,4.51E-16,5.69E-16,8.07E-08,9.57E-08,5.29E-16,1.84E-15,5.72E-16,0.954364203,113.0058823,0.970889064,5.98E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3698_1820,4.61E-16,5.79E-16,8.07E-08,9.57E-08,5.36E-16,1.88E-15,5.72E-16,0.922718696,101.4023514,0.976024749,5.98E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3790_1818,4.69E-16,5.89E-16,8.24E-08,9.74E-08,5.38E-16,1.90E-15,5.93E-16,0.958566462,122.3568878,0.971255673,5.81E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 636_1822,5.39E-16,6.69E-16,8.84E-08,1.06E-07,6.12E-16,2.20E-15,7.02E-16,0.988903009,102.9579544,0.969796454,5.90E-08,5.55E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1010_1820,5.12E-16,6.40E-16,8.72E-08,1.04E-07,5.74E-16,2.08E-15,6.55E-16,0.971081202,125.9937057,0.963573883,5.73E-08,5.47E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1656_1822,5.17E-16,6.42E-16,8.58E-08,1.01E-07,5.76E-16,2.12E-15,6.35E-16,0.972748806,149.544754,0.976551724,5.81E-08,5.47E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1842_1820,4.97E-16,6.23E-16,8.60E-08,1.03E-07,5.80E-16,2.03E-15,6.55E-16,0.939308287,121.8871384,0.96388102,5.81E-08,5.64E-08,5.81E-08,5.30E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2772_1822,5.79E-16,7.10E-16,9.09E-08,1.06E-07,6.37E-16,2.37E-15,7.01E-16,0.987032503,175.3518982,0.980828695,5.81E-08,5.30E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2864_1822,5.45E-16,6.75E-16,8.89E-08,1.06E-07,6.19E-16,2.22E-15,7.01E-16,0.959848176,107.9470673,0.973924381,5.81E-08,5.55E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3880_1822,5.07E-16,6.32E-16,8.48E-08,1.01E-07,5.88E-16,2.06E-15,6.35E-16,0.925968531,131.3780823,0.975438596,6.07E-08,6.07E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3978_1820,4.62E-16,5.81E-16,8.09E-08,9.74E-08,5.21E-16,1.87E-15,5.93E-16,0.941078818,112.912178,0.976080247,5.73E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 452_1824,5.12E-16,6.38E-16,8.60E-08,1.03E-07,5.65E-16,2.08E-15,6.57E-16,0.960515684,93.35637665,0.970262794,5.81E-08,5.38E-08,5.81E-08,5.13E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2584_1822,5.32E-16,6.62E-16,8.89E-08,1.06E-07,6.20E-16,2.17E-15,6.95E-16,0.935370091,121.9805756,0.97005988,5.81E-08,5.55E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3326_1824,5.08E-16,6.34E-16,8.60E-08,1.03E-07,5.65E-16,2.06E-15,6.57E-16,0.974552739,97.34958649,0.970013947,5.81E-08,5.47E-08,5.81E-08,5.30E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3418_1828,4.82E-16,6.03E-16,8.39E-08,9.74E-08,5.53E-16,1.98E-15,5.91E-16,0.92421786,108.1141205,0.973431734,5.81E-08,5.55E-08,5.81E-08,5.30E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 402_1892,5.37E-16,6.64E-16,8.70E-08,1.03E-07,6.03E-16,2.19E-15,6.56E-16,0.954187708,102.2556915,0.978709248,5.98E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 496_1892,5.12E-16,6.35E-16,8.46E-08,9.91E-08,5.84E-16,2.14E-15,6.14E-16,0.961369206,163.3688965,0.982492997,6.07E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 772_1892,5.24E-16,6.50E-16,8.60E-08,1.03E-07,5.77E-16,2.15E-15,6.57E-16,0.991547575,23.93783951,0.976855003,5.98E-08,6.15E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1612_1892,5.14E-16,6.39E-16,8.53E-08,1.01E-07,5.70E-16,2.10E-15,6.35E-16,0.962911366,106.9368362,0.976437976,5.90E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3002_1892,4.39E-16,5.57E-16,8.02E-08,9.57E-08,5.00E-16,1.77E-15,5.70E-16,0.945186437,131.9424591,0.972514147,5.81E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1054_1894,5.05E-16,6.29E-16,8.58E-08,1.01E-07,5.70E-16,2.07E-15,6.35E-16,0.948651506,120.4991531,0.96914446,5.81E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1236_1892,5.17E-16,6.43E-16,8.55E-08,1.03E-07,5.65E-16,2.09E-15,6.57E-16,0.974992544,139.1748657,0.975878704,5.98E-08,6.15E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1516_1894,5.38E-16,6.65E-16,8.67E-08,1.04E-07,6.06E-16,2.20E-15,6.79E-16,0.965762766,146.8836365,0.976790451,5.90E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1704_1894,5.34E-16,6.62E-16,8.77E-08,1.04E-07,6.01E-16,2.17E-15,6.79E-16,0.971159594,118.9462891,0.971447543,5.98E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1982_1894,4.94E-16,6.18E-16,8.48E-08,1.01E-07,5.54E-16,2.01E-15,6.35E-16,0.952914029,118.1084747,0.973400431,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 308_1896,4.72E-16,5.92E-16,8.14E-08,9.74E-08,5.33E-16,1.91E-15,5.93E-16,0.959492314,103.7149734,0.979560939,6.15E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 680_1896,5.02E-16,6.26E-16,8.48E-08,1.01E-07,5.62E-16,2.04E-15,6.35E-16,0.987318043,56.06222916,0.973125884,5.81E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 964_1894,5.17E-16,6.44E-16,8.67E-08,1.04E-07,5.75E-16,2.08E-15,6.59E-16,0.952688712,109.5667572,0.971840659,5.73E-08,5.98E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1796_1896,5.01E-16,6.26E-16,8.55E-08,1.03E-07,5.66E-16,2.02E-15,6.57E-16,0.969507027,136.7948608,0.967559944,5.81E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2352_1896,4.93E-16,6.17E-16,8.43E-08,1.01E-07,5.46E-16,2.00E-15,6.35E-16,0.97656227,92.41571808,0.969153515,5.98E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2632_1896,5.24E-16,6.52E-16,8.69E-08,1.06E-07,6.03E-16,2.15E-15,6.75E-16,0.949713165,125.8184204,0.972862958,5.90E-08,6.15E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2908_1894,4.81E-16,6.03E-16,8.36E-08,9.91E-08,5.65E-16,1.95E-15,6.13E-16,0.945489602,120.0383759,0.968382353,5.81E-08,5.98E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3096_1896,4.99E-16,6.24E-16,8.55E-08,1.03E-07,5.81E-16,2.02E-15,6.35E-16,0.943603748,119.9852142,0.970212766,5.90E-08,5.98E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3188_1894,5.20E-16,6.46E-16,8.70E-08,1.03E-07,5.90E-16,2.13E-15,6.57E-16,0.959842827,135.1351929,0.968027211,5.90E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3370_1894,4.53E-16,5.70E-16,8.10E-08,9.40E-08,5.37E-16,1.87E-15,5.52E-16,0.935899882,140.3411713,0.973312402,6.07E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3652_1894,4.94E-16,6.18E-16,8.43E-08,1.01E-07,5.68E-16,2.02E-15,6.35E-16,0.922710561,113.3902588,0.970588235,5.90E-08,5.81E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 216_1896,4.95E-16,6.18E-16,8.41E-08,9.91E-08,5.59E-16,2.03E-15,6.13E-16,0.952060692,89.18197632,0.975539568,6.07E-08,6.07E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2164_1898,4.69E-16,5.88E-16,8.07E-08,9.57E-08,5.29E-16,1.96E-15,5.72E-16,0.96700055,143.7621918,0.982429335,6.15E-08,5.98E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3278_1896,4.74E-16,5.97E-16,8.36E-08,9.91E-08,5.47E-16,1.93E-15,6.14E-16,0.93728419,119.3383942,0.966517857,6.15E-08,6.07E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3464_1898,5.34E-16,6.62E-16,8.77E-08,1.04E-07,5.96E-16,2.15E-15,6.79E-16,0.964116616,131.9864655,0.97338656,5.90E-08,6.07E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3558_1896,5.07E-16,6.32E-16,8.53E-08,1.01E-07,5.71E-16,2.07E-15,6.35E-16,0.968758846,122.5267258,0.971328671,5.90E-08,6.07E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3744_1898,5.28E-16,6.55E-16,8.67E-08,1.04E-07,5.95E-16,2.12E-15,6.79E-16,0.932905418,123.7207336,0.972409152,5.98E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1146_1900,5.40E-16,6.70E-16,8.89E-08,1.06E-07,6.13E-16,2.21E-15,7.02E-16,0.932409861,176.8568726,0.96795291,5.90E-08,5.55E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1424_1900,4.95E-16,6.20E-16,8.53E-08,1.01E-07,5.60E-16,2.02E-15,6.35E-16,0.97312731,121.6780548,0.969285714,5.90E-08,5.38E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1890_1898,5.24E-16,6.51E-16,8.62E-08,1.04E-07,6.01E-16,2.12E-15,6.75E-16,0.945970706,150.9325104,0.977535739,5.64E-08,5.47E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3834_1900,5.15E-16,6.41E-16,8.60E-08,1.03E-07,5.81E-16,2.10E-15,6.56E-16,0.959108678,152.3494873,0.969093407,6.07E-08,6.07E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3926_1900,5.21E-16,6.49E-16,8.72E-08,1.04E-07,5.84E-16,2.12E-15,6.79E-16,0.975083667,119.403244,0.966170501,5.90E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 126_1900,5.41E-16,6.69E-16,8.77E-08,1.04E-07,5.90E-16,2.20E-15,6.79E-16,0.972460903,169.7277374,0.975625823,5.90E-08,5.47E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 588_1902,5.05E-16,6.29E-16,8.53E-08,1.01E-07,5.63E-16,2.05E-15,6.35E-16,0.972804523,148.6386108,0.974630021,6.07E-08,5.55E-08,5.81E-08,5.21E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 868_1902,5.01E-16,6.26E-16,8.50E-08,1.03E-07,5.73E-16,2.02E-15,6.57E-16,0.934706187,140.2439728,0.968948483,6.07E-08,5.38E-08,5.81E-08,5.21E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1334_1902,4.96E-16,6.20E-16,8.43E-08,1.01E-07,5.59E-16,2.03E-15,6.35E-16,0.975360246,119.8188553,0.972103004,5.90E-08,5.30E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2076_1902,5.22E-16,6.50E-16,8.77E-08,1.04E-07,5.79E-16,2.12E-15,6.75E-16,0.973206593,129.3448486,0.965540541,5.73E-08,5.38E-08,5.81E-08,5.38E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2448_1902,5.57E-16,6.89E-16,8.96E-08,1.08E-07,6.22E-16,2.24E-15,7.23E-16,0.963377656,158.9711761,0.971355824,5.73E-08,5.38E-08,5.81E-08,5.47E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2538_1902,5.06E-16,6.33E-16,8.70E-08,1.03E-07,5.66E-16,2.05E-15,6.57E-16,0.98299888,161.5802307,0.961191961,5.81E-08,5.55E-08,5.81E-08,5.55E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 4018_1902,5.11E-16,6.35E-16,8.46E-08,9.91E-08,5.95E-16,2.12E-15,6.14E-16,0.925279179,159.9138184,0.980405878,6.15E-08,6.07E-08,5.81E-08,5.64E-08
